RiverName,Date,Sex,Length,SampleYear,Age,IDNum
Oyster River,3/26/19,female,172,2019,2,2019190
Oyster River,3/26/19,male,156,2019,2,2019195
Oyster River,3/26/19,male,100,2019,1,2019198
Oyster River,3/26/19,male,113,2019,1,2019199
Oyster River,3/27/19,female,168,2019,2,2019207
Oyster River,3/27/19,male,188,2019,2,2019209
Oyster River,3/27/19,male,186,2019,2,2019211
Oyster River,3/27/19,male,173,2019,2,2019217
Oyster River,3/27/19,male,174,2019,2,2019218
Oyster River,3/27/19,male,186,2019,2,2019219
Oyster River,3/27/19,female,179,2019,2,2019222
Oyster River,3/27/19,male,175,2019,2,2019223
Oyster River,3/27/19,male,185,2019,3,2019225
Oyster River,3/27/19,male,205,2019,3,2019227
Oyster River,3/27/19,male,160,2019,2,2019229
Oyster River,3/27/19,male,181,2019,2,2019230
Oyster River,3/27/19,male,163,2019,2,2019231
Oyster River,3/27/19,male,159,2019,2,2019233
Oyster River,3/27/19,male,151,2019,2,2019235
Oyster River,3/27/19,male,193,2019,2,2019236
Oyster River,3/27/19,male,174,2019,2,2019239
Oyster River,3/27/19,female,91,2019,1,2019247
Oyster River,3/27/19,male,179,2019,2,2019248
Oyster River,3/27/19,male,172,2019,2,2019249
Oyster River,3/27/19,male,121,2019,1,2019251
Oyster River,3/27/19,female,175,2019,2,2019252
Oyster River,3/27/19,male,175,2019,2,2019254
Oyster River,3/27/19,male,178,2019,2,2019255
Oyster River,3/27/19,male,110,2019,1,2019257
Oyster River,3/27/19,male,122,2019,1,2019258
Oyster River,3/27/19,male,91,2019,1,2019260
Oyster River,3/28/19,male,170,2019,2,2019280
Oyster River,3/28/19,female,161,2019,2,2019283
Oyster River,3/28/19,male,168,2019,2,2019285
Oyster River,3/28/19,female,184,2019,2,2019286
Oyster River,3/28/19,male,166,2019,2,2019287
Oyster River,3/28/19,male,169,2019,2,2019288
Oyster River,3/28/19,male,111,2019,1,2019289
Oyster River,3/28/19,male,127,2019,1,2019290
Oyster River,3/28/19,male,116,2019,1,2019291
Oyster River,3/28/19,male,125,2019,1,2019294
Oyster River,3/28/19,male,171,2019,2,2019295
Oyster River,3/28/19,male,162,2019,2,2019298
Oyster River,3/28/19,male,184,2019,2,2019299
Oyster River,3/28/19,male,180,2019,2,2019300
Oyster River,3/28/19,male,181,2019,2,2019302
Oyster River,3/28/19,male,164,2019,2,2019304
Oyster River,3/28/19,female,112,2019,1,2019305
Oyster River,3/28/19,female,109,2019,1,2019310
Oyster River,4/3/19,male,122,2019,1,2019311
Oyster River,4/3/19,female,107,2019,1,2019314
Oyster River,4/3/19,male,182,2019,2,2019315
Oyster River,4/3/19,female,101,2019,1,2019317
Oyster River,4/4/19,male,104,2019,1,2019344
Oyster River,4/4/19,male,95,2019,1,2019345
Oyster River,4/4/19,male,96,2019,1,2019346
Oyster River,4/4/19,male,103,2019,1,2019347
Oyster River,4/4/19,male,104,2019,1,2019348
Oyster River,4/4/19,male,98,2019,1,2019349
Oyster River,4/4/19,male,98,2019,1,2019350
Oyster River,4/4/19,male,105,2019,1,2019351
Oyster River,4/4/19,male,99,2019,1,2019352
Oyster River,4/4/19,male,93,2019,1,2019353
Oyster River,4/4/19,male,117,2019,1,2019355
Oyster River,4/4/19,male,111,2019,1,2019356
Oyster River,4/4/19,male,99,2019,1,2019358
Oyster River,4/4/19,male,167,2019,2,2019361
Oyster River,4/4/19,male,108,2019,1,2019363
Oyster River,4/4/19,male,157,2019,2,2019366
Oyster River,4/4/19,male,161,2019,2,2019367
Oyster River,4/4/19,male,97,2019,1,2019368
Oyster River,4/4/19,male,101,2019,1,2019370
Oyster River,4/4/19,male,107,2019,1,2019373
Oyster River,4/4/19,male,153,2019,2,2019374
Oyster River,4/4/19,male,182,2019,2,2019376
Oyster River,4/4/19,female,93,2019,1,2019380
Oyster River,4/4/19,female,97,2019,1,2019381
Oyster River,4/4/19,female,102,2019,1,2019382
Oyster River,4/4/19,female,102,2019,1,2019383
Oyster River,4/4/19,female,114,2019,1,2019384
Oyster River,4/5/19,female,111,2019,1,2019435
Oyster River,4/5/19,male,193,2019,2,2019436
Oyster River,4/5/19,male,129,2019,1,2019437
Oyster River,4/5/19,female,200,2019,2,2019438
Oyster River,4/5/19,male,86,2019,1,2019443
Oyster River,4/5/19,female,91,2019,1,2019444
Oyster River,4/5/19,male,94,2019,1,2019445
Oyster River,4/10/19,female,178,2019,2,2019521
Oyster River,4/10/19,female,176,2019,2,2019522
Oyster River,4/10/19,female,179,2019,2,2019523
Oyster River,4/10/19,female,89,2019,1,2019528
Oyster River,4/10/19,female,94,2019,1,2019525
Oyster River,4/10/19,male,111,2019,1,2019526
Oyster River,4/10/19,male,89,2019,1,2019524
Oyster River,4/9/19,male,165,2019,2,2019478
Oyster River,4/9/19,female,176,2019,2,2019482
Oyster River,4/9/19,female,174,2019,2,2019484
Oyster River,4/9/19,female,176,2019,2,2019486
Oyster River,4/9/19,female,105,2019,1,2019488
Oyster River,4/9/19,female,98,2019,1,2019490
Oyster River,4/9/19,male,109,2019,1,2019492
Oyster River,4/9/19,female,107,2019,1,2019493
Oyster River,4/9/19,female,117,2019,1,2019495
Oyster River,4/9/19,male,106,2019,1,2019497
Oyster River,4/9/19,male,115,2019,1,2019498
Oyster River,4/11/19,male,158,2019,2,2019550
Oyster River,4/11/19,male,192,2019,2,2019533
Oyster River,4/11/19,male,112,2019,1,2019534
Oyster River,4/11/19,male,150,2019,2,2019549
Oyster River,4/11/19,male,159,2019,2,2019548
Oyster River,4/11/19,male,150,2019,2,2019540
Oyster River,4/11/19,female,89,2019,1,2019539
Oyster River,4/16/19,male,87,2019,1,2019551
Oyster River,4/16/19,male,87,2019,1,2019552
Oyster River,4/16/19,male,110,2019,1,2019553
Oyster River,4/16/19,female,80,2019,1,2019554
Oyster River,4/17/19,female,176,2019,2,2019567
Oyster River,4/17/19,male,99,2019,1,2019561
Oyster River,4/17/19,female,91,2019,1,2019573
Oyster River,4/17/19,female,96,2019,1,2019577
Oyster River,4/17/19,female,109,2019,1,2019562
Oyster River,4/18/19,female,97,2019,1,2019588
Squamscott River,3/26/19,male,185,2019,2,2019202
Squamscott River,3/26/19,male,199,2019,2,2019203
Squamscott River,3/26/19,male,194,2019,2,2019204
Squamscott River,3/26/19,male,188,2019,3,2019205
Squamscott River,3/26/19,male,191,2019,2,2019201
Squamscott River,3/27/19,male,175,2019,2,2019267
Squamscott River,3/27/19,male,198,2019,2,2019268
Squamscott River,3/27/19,male,196,2019,2,2019266
Squamscott River,3/27/19,male,224,2019,4,2019265
Squamscott River,3/27/19,male,185,2019,2,2019264
Squamscott River,4/3/19,male,177,2019,2,2019324
Squamscott River,4/3/19,male,172,2019,2,2019325
Squamscott River,4/3/19,male,176,2019,2,2019323
Squamscott River,4/4/19,male,114,2019,1,2019390
Squamscott River,4/4/19,male,169,2019,2,2019395
Squamscott River,4/4/19,male,192,2019,3,2019398
Squamscott River,4/4/19,male,168,2019,2,2019397
Squamscott River,4/4/19,male,102,2019,1,2019396
Squamscott River,4/4/19,male,176,2019,2,2019394
Squamscott River,4/4/19,male,165,2019,2,2019391
Squamscott River,4/4/19,male,184,2019,2,2019386
Squamscott River,4/4/19,male,109,2019,1,2019392
Squamscott River,4/5/19,male,95,2019,1,2019458
Squamscott River,4/5/19,male,188,2019,3,2019454
Squamscott River,4/5/19,male,167,2019,2,2019453
Squamscott River,4/5/19,male,164,2019,2,2019452
Squamscott River,4/5/19,male,186,2019,2,2019450
Squamscott River,4/5/19,male,112,2019,1,2019449
Squamscott River,4/5/19,male,97,2019,1,2019448
Squamscott River,4/5/19,male,101,2019,1,2019447
Squamscott River,4/5/19,male,107,2019,1,2019446
Squamscott River,4/5/19,female,114,2019,1,2019459
Squamscott River,4/5/19,male,108,2019,1,2019457
Squamscott River,4/5/19,male,107,2019,1,2019460
Squamscott River,4/9/19,male,182,2019,3,2019510
Squamscott River,4/9/19,male,114,2019,1,2019519
Squamscott River,4/9/19,male,108,2019,1,2019518
Squamscott River,4/9/19,female,102,2019,1,2019517
Squamscott River,4/9/19,male,156,2019,2,2019516
Squamscott River,4/9/19,male,166,2019,2,2019512
Squamscott River,4/9/19,male,182,2019,2,2019509
Squamscott River,4/9/19,male,173,2019,2,2019506
Squamscott River,4/9/19,male,181,2019,3,2019504
Squamscott River,4/9/19,male,179,2019,2,2019513
Squamscott River,4/10/19,male,162,2019,2,2019530
Squamscott River,4/11/19,male,157,2019,2,2019546
Squamscott River,4/11/19,male,91,2019,1,2019545
Squamscott River,4/11/19,male,144,2019,2,2019544
Squamscott River,4/11/19,male,163,2019,2,2019547
Squamscott River,4/16/19,male,170,2019,2,2019560
Squamscott River,4/16/19,male,171,2019,2,2019555
Squamscott River,4/16/19,male,162,2019,2,2019556
Squamscott River,4/16/19,female,172,2019,3,2019557
Squamscott River,4/16/19,male,103,2019,1,2019558
Squamscott River,4/16/19,male,156,2019,2,2019559
Squamscott River,4/17/19,male,96,2019,1,2019581
Squamscott River,4/17/19,male,106,2019,1,2019582
Squamscott River,4/18/19,male,155,2019,2,2019589
Squamscott River,4/18/19,male,174,2019,2,2019596
Squamscott River,4/18/19,male,100,2019,1,2019594
Squamscott River,4/18/19,male,160,2019,2,2019593
Squamscott River,4/18/19,male,178,2019,2,2019597
Squamscott River,4/18/19,male,169,2019,2,2019590
Winnicut River,3/20/19,female,195,2019,2,2019028
Winnicut River,3/20/19,male,208,2019,2,2019001
Winnicut River,3/20/19,male,167,2019,2,2019036
Winnicut River,3/20/19,female,173,2019,2,2019035
Winnicut River,3/20/19,male,163,2019,2,2019034
Winnicut River,3/20/19,female,195,2019,2,2019033
Winnicut River,3/20/19,male,184,2019,2,2019032
Winnicut River,3/20/19,male,175,2019,2,2019029
Winnicut River,3/20/19,male,153,2019,2,2019027
Winnicut River,3/20/19,male,192,2019,3,2019026
Winnicut River,3/20/19,male,182,2019,2,2019025
Winnicut River,3/20/19,male,171,2019,2,2019023
Winnicut River,3/20/19,male,159,2019,2,2019022
Winnicut River,3/20/19,male,181,2019,2,2019020
Winnicut River,3/20/19,female,182,2019,2,2019019
Winnicut River,3/20/19,female,168,2019,2,2019007
Winnicut River,3/20/19,male,165,2019,2,2019030
Winnicut River,3/20/19,female,202,2019,2,2019017
Winnicut River,3/20/19,male,168,2019,2,2019003
Winnicut River,3/20/19,female,192,2019,2,2019004
Winnicut River,3/20/19,female,182,2019,3,2019002
Winnicut River,3/20/19,male,120,2019,1,2019006
Winnicut River,3/20/19,female,192,2019,3,2019008
Winnicut River,3/20/19,male,174,2019,2,2019014
Winnicut River,3/20/19,male,194,2019,2,2019016
Winnicut River,3/20/19,male,172,2019,3,2019005
Winnicut River,3/20/19,male,197,2019,3,2019015
Winnicut River,3/20/19,female,187,2019,2,2019013
Winnicut River,3/20/19,female,202,2019,2,2019012
Winnicut River,3/20/19,female,208,2019,2,2019011
Winnicut River,3/20/19,male,203,2019,2,2019010
Winnicut River,3/21/19,male,178,2019,2,2019064
Winnicut River,3/21/19,male,154,2019,3,2019111
Winnicut River,3/21/19,female,196,2019,2,2019069
Winnicut River,3/21/19,male,180,2019,2,2019079
Winnicut River,3/21/19,male,190,2019,2,2019082
Winnicut River,3/21/19,male,183,2019,2,2019085
Winnicut River,3/21/19,female,185,2019,2,2019086
Winnicut River,3/21/19,male,189,2019,3,2019087
Winnicut River,3/21/19,male,159,2019,2,2019072
Winnicut River,3/21/19,female,190,2019,2,2019093
Winnicut River,3/21/19,male,179,2019,3,2019094
Winnicut River,3/21/19,male,185,2019,2,2019096
Winnicut River,3/21/19,male,176,2019,2,2019099
Winnicut River,3/21/19,male,191,2019,2,2019102
Winnicut River,3/21/19,male,160,2019,2,2019109
Winnicut River,3/21/19,male,188,2019,2,2019063
Winnicut River,3/21/19,female,218,2019,2,2019046
Winnicut River,3/21/19,male,170,2019,2,2019106
Winnicut River,3/21/19,female,233,2019,3,2019044
Winnicut River,3/21/19,female,183,2019,2,2019039
Winnicut River,3/21/19,male,166,2019,2,2019041
Winnicut River,3/21/19,female,178,2019,2,2019050
Winnicut River,3/21/19,female,206,2019,2,2019043
Winnicut River,3/21/19,male,173,2019,2,2019061
Winnicut River,3/21/19,female,201,2019,2,2019045
Winnicut River,3/21/19,female,189,2019,2,2019047
Winnicut River,3/21/19,female,205,2019,3,2019060
Winnicut River,3/21/19,female,203,2019,2,2019052
Winnicut River,3/21/19,male,187,2019,2,2019053
Winnicut River,3/21/19,female,177,2019,2,2019055
Winnicut River,3/21/19,female,194,2019,2,2019056
Winnicut River,3/21/19,female,197,2019,2,2019057
Winnicut River,3/21/19,male,192,2019,2,2019058
Winnicut River,3/21/19,female,188,2019,2,2019051
Winnicut River,3/21/19,male,191,2019,2,2019042
Winnicut River,3/22/19,female,222,2019,3,2019134
Winnicut River,3/22/19,female,172,2019,2,2019131
Winnicut River,3/22/19,male,224,2019,4,2019128
Winnicut River,3/22/19,male,222,2019,4,2019127
Winnicut River,3/22/19,female,224,2019,2,2019126
Winnicut River,3/22/19,male,234,2019,4,2019125
Winnicut River,3/22/19,male,161,2019,2,2019123
Winnicut River,3/22/19,female,223,2019,2,2019117
Winnicut River,3/22/19,female,199,2019,2,2019137
Winnicut River,3/22/19,female,178,2019,2,2019118
Winnicut River,3/22/19,female,204,2019,2,2019169
Winnicut River,3/22/19,male,186,2019,3,2019136
Winnicut River,3/22/19,male,156,2019,2,2019184
Winnicut River,3/22/19,female,181,2019,2,2019186
Winnicut River,3/22/19,male,209,2019,2,2019185
Winnicut River,3/22/19,male,214,2019,3,2019178
Winnicut River,3/22/19,male,142,2019,2,2019174
Winnicut River,3/22/19,female,176,2019,2,2019171
Winnicut River,3/22/19,female,200,2019,2,2019168
Winnicut River,3/22/19,male,203,2019,3,2019164
Winnicut River,3/22/19,female,176,2019,3,2019162
Winnicut River,3/22/19,male,169,2019,2,2019158
Winnicut River,3/22/19,male,226,2019,4,2019139
Winnicut River,3/22/19,female,204,2019,2,2019135
Winnicut River,3/22/19,female,186,2019,2,2019172
Winnicut River,3/22/19,female,290,2019,6,2019138
Winnicut River,3/22/19,female,173,2019,2,2019155
Winnicut River,3/22/19,male,164,2019,2,2019141
Winnicut River,3/22/19,female,180,2019,2,2019142
Winnicut River,3/22/19,male,208,2019,2,2019144
Winnicut River,3/22/19,female,168,2019,2,2019145
Winnicut River,3/22/19,male,200,2019,2,2019154
Winnicut River,3/22/19,female,179,2019,2,2019147
Winnicut River,3/22/19,female,193,2019,2,2019151
Winnicut River,3/22/19,male,204,2019,2,2019152
Winnicut River,3/27/19,male,177,2019,3,2019274
Winnicut River,3/27/19,male,204,2019,2,2019272
Winnicut River,3/27/19,male,153,2019,2,2019270
Winnicut River,3/27/19,male,155,2019,2,2019273
Winnicut River,3/28/19,male,95,2019,1,2019277
Winnicut River,3/28/19,male,113,2019,1,2019275
Winnicut River,3/28/19,male,99,2019,1,2019276
Winnicut River,3/28/19,female,111,2019,1,2019278
Winnicut River,4/3/19,male,111,2019,1,2019336
Winnicut River,4/3/19,male,96,2019,1,2019341
Winnicut River,4/3/19,female,106,2019,1,2019337
Winnicut River,4/3/19,male,103,2019,1,2019333
Winnicut River,4/3/19,female,106,2019,1,2019330
Winnicut River,4/3/19,male,87,2019,1,2019342
Winnicut River,4/3/19,male,104,2019,1,2019335
Winnicut River,4/4/19,male,107,2019,1,2019434
Winnicut River,4/4/19,male,98,2019,1,2019425
Winnicut River,4/4/19,male,110,2019,1,2019426
Winnicut River,4/4/19,male,131,2019,1,2019427
Winnicut River,4/4/19,female,97,2019,1,2019429
Winnicut River,4/4/19,male,114,2019,1,2019430
Winnicut River,4/4/19,male,119,2019,1,2019433
Winnicut River,4/4/19,male,113,2019,1,2019432
Winnicut River,4/4/19,male,105,2019,1,2019400
Winnicut River,4/4/19,male,129,2019,1,2019419
Winnicut River,4/4/19,male,115,2019,1,2019399
Winnicut River,4/4/19,male,97,2019,1,2019407
Winnicut River,4/4/19,female,98,2019,1,2019431
Winnicut River,4/4/19,male,108,2019,1,2019428
Winnicut River,4/4/19,male,198,2019,2,2019401
Winnicut River,4/4/19,male,106,2019,1,2019406
Winnicut River,4/4/19,female,172,2019,2,2019408
Winnicut River,4/4/19,male,117,2019,1,2019411
Winnicut River,4/4/19,male,196,2019,2,2019412
Winnicut River,4/4/19,female,106,2019,1,2019413
Winnicut River,4/4/19,female,93,2019,1,2019415
Winnicut River,4/4/19,female,95,2019,1,2019417
Winnicut River,4/4/19,female,109,2019,1,2019405
Winnicut River,4/5/19,male,109,2019,1,2019462
Winnicut River,4/5/19,male,114,2019,1,2019468
Winnicut River,4/5/19,male,114,2019,1,2019477
Winnicut River,4/5/19,male,100,2019,1,2019476
Winnicut River,4/5/19,male,86,2019,1,2019469
Winnicut River,4/5/19,male,102,2019,1,2019467
Winnicut River,4/5/19,male,87,2019,1,2019466
Winnicut River,4/5/19,male,101,2019,1,2019463
Winnicut River,4/5/19,male,95,2019,1,2019464
Winnicut River,4/10/19,male,99,2019,1,2019532
Winnicut River,4/17/19,male,98,2019,1,2019583
Winnicut River,4/17/19,male,95,2019,1,2019585
Winnicut River,4/17/19,male,93,2019,1,2019586
Winnicut River,4/18/19,female,99,2019,1,2019598
Oyster River,3/4/20,male,182,2020,2,2020031
Oyster River,3/4/20,female,186,2020,2,2020032
Oyster River,3/4/20,female,165,2020,2,2020033
Oyster River,3/4/20,male,179,2020,2,2020034
Oyster River,3/4/20,male,122,2020,1,2020035
Oyster River,3/5/20,female,129,2020,1,2020074
Oyster River,3/5/20,male,162,2020,2,2020075
Oyster River,3/5/20,female,179,2020,2,2020076
Oyster River,3/5/20,male,160,2020,2,2020077
Oyster River,3/5/20,female,184,2020,2,2020078
Oyster River,3/6/20,male,173,2020,2,2020136
Oyster River,3/6/20,male,115,2020,1,2020137
Oyster River,3/6/20,male,174,2020,2,2020138
Oyster River,3/10/20,male,125,2020,2,2020154
Oyster River,3/10/20,male,187,2020,2,2020155
Oyster River,3/10/20,male,188,2020,2,2020156
Oyster River,3/10/20,male,175,2020,2,2020157
Oyster River,3/10/20,male,171,2020,2,2020158
Oyster River,3/10/20,male,169,2020,2,2020159
Oyster River,3/10/20,male,176,2020,2,2020160
Oyster River,3/10/20,female,154,2020,2,2020161
Oyster River,3/10/20,male,121,2020,1,2020162
Oyster River,3/10/20,male,121,2020,1,2020163
Oyster River,3/10/20,male,164,2020,3,2020164
Oyster River,3/10/20,male,182,2020,2,2020165
Oyster River,3/10/20,male,160,2020,2,2020166
Oyster River,3/10/20,male,114,2020,1,2020167
Oyster River,3/10/20,male,162,2020,2,2020168
Oyster River,3/10/20,male,118,2020,1,2020169
Oyster River,3/10/20,male,168,2020,2,2020170
Oyster River,3/10/20,male,168,2020,2,2020171
Oyster River,3/10/20,male,132,2020,1,2020172
Oyster River,3/10/20,male,118,2020,1,2020173
Oyster River,3/10/20,male,179,2020,2,2020174
Oyster River,3/11/20,male,217,2020,3,2020242
Oyster River,3/11/20,male,154,2020,2,2020243
Oyster River,3/11/20,male,191,2020,3,2020244
Oyster River,3/11/20,male,167,2020,2,2020245
Oyster River,3/11/20,male,199,2020,3,2020246
Oyster River,3/11/20,male,169,2020,2,2020247
Oyster River,3/11/20,male,118,2020,1,2020248
Oyster River,3/11/20,male,176,2020,2,2020249
Oyster River,3/11/20,male,117,2020,1,2020250
Oyster River,3/11/20,male,185,2020,2,2020251
Oyster River,3/11/20,male,116,2020,1,2020252
Oyster River,3/11/20,male,114,2020,1,2020253
Oyster River,3/11/20,male,121,2020,2,2020254
Oyster River,3/11/20,male,109,2020,1,2020255
Oyster River,3/11/20,male,129,2020,1,2020256
Oyster River,3/11/20,male,111,2020,1,2020257
Oyster River,3/11/20,male,128,2020,1,2020258
Oyster River,3/12/20,male,187,2020,3,2020264
Oyster River,3/12/20,male,173,2020,2,2020265
Oyster River,3/12/20,male,121,2020,1,2020266
Oyster River,3/12/20,male,174,2020,2,2020267
Oyster River,3/12/20,male,146,2020,2,2020268
Oyster River,3/12/20,female,121,2020,2,2020269
Oyster River,3/12/20,male,127,2020,1,2020270
Oyster River,3/17/20,male,119,2020,1,2020287
Oyster River,3/17/20,male,116,2020,1,2020288
Oyster River,3/17/20,female,119,2020,1,2020289
Oyster River,3/17/20,female,108,2020,1,2020290
Oyster River,3/17/20,female,108,2020,1,2020291
Oyster River,3/18/20,male,177,2020,2,2020327
Oyster River,3/18/20,male,170,2020,2,2020328
Oyster River,3/18/20,male,108,2020,1,2020329
Oyster River,3/18/20,female,91,2020,1,2020330
Oyster River,3/19/20,male,92,2020,1,2020362
Oyster River,3/19/20,male,155,2020,2,2020363
Oyster River,3/19/20,male,102,2020,1,2020364
Oyster River,3/19/20,male,108,2020,1,2020365
Oyster River,3/19/20,male,102,2020,1,2020366
Oyster River,3/19/20,male,96,2020,1,2020367
Oyster River,3/19/20,male,159,2020,2,2020368
Oyster River,3/19/20,male,108,2020,2,2020369
Oyster River,3/19/20,female,124,2020,1,2020370
Oyster River,3/19/20,male,185,2020,3,2020371
Oyster River,3/19/20,male,108,2020,1,2020372
Oyster River,3/19/20,male,103,2020,1,2020373
Oyster River,3/19/20,male,150,2020,2,2020374
Oyster River,4/7/20,female,181,2020,2,2020390
Oyster River,4/7/20,female,173,2020,2,2020391
Oyster River,4/7/20,male,150,2020,2,2020392
Oyster River,4/9/20,male,105,2020,1,2020393
Oyster River,4/9/20,male,181,2020,2,2020394
Oyster River,4/9/20,male,195,2020,3,2020395
Squamscott River,3/4/20,female,220,2020,4,2020036
Squamscott River,3/4/20,male,209,2020,3,2020037
Squamscott River,3/4/20,male,189,2020,2,2020038
Squamscott River,3/4/20,male,191,2020,2,2020040
Squamscott River,3/4/20,male,213,2020,3,2020041
Squamscott River,3/4/20,male,179,2020,2,2020042
Squamscott River,3/4/20,male,168,2020,3,2020043
Squamscott River,3/4/20,female,236,2020,3,2020044
Squamscott River,3/4/20,female,225,2020,3,2020045
Squamscott River,3/4/20,male,181,2020,3,2020046
Squamscott River,3/4/20,male,168,2020,2,2020047
Squamscott River,3/4/20,male,194,2020,2,2020048
Squamscott River,3/4/20,female,235,2020,3,2020049
Squamscott River,3/4/20,male,191,2020,2,2020050
Squamscott River,3/4/20,male,202,2020,3,2020051
Squamscott River,3/4/20,male,174,2020,2,2020052
Squamscott River,3/4/20,male,209,2020,3,2020053
Squamscott River,3/4/20,female,234,2020,3,2020054
Squamscott River,3/4/20,male,178,2020,2,2020055
Squamscott River,3/4/20,female,188,2020,2,2020056
Squamscott River,3/4/20,female,198,2020,3,2020057
